id,timestamp,vehicleId,event
418,2023-12-14T18:55:13Z,sprint-4,vehicle_error
419,2023-12-14T18:55:34Z,sprint-4,not_ready
420,2023-12-14T18:55:38Z,sprint-4,vehicle_error
421,2023-12-14T18:56:00Z,sprint-5,offline
422,2023-12-14T18:56:01Z,sprint-4,running
423,2023-12-14T18:56:12Z,sprint-4,ready
424,2023-12-14T18:56:16Z,sprint-4,not_ready
425,2023-12-14T18:56:18Z,sprint-4,running
426,2023-12-14T19:04:16Z,sprint-4,not_ready
427,2023-12-14T19:14:36Z,sprint-5,vehicle_error
428,2023-12-14T19:14:39Z,sprint-5,running
429,2023-12-14T19:14:44Z,sprint-5,not_ready
430,2023-12-14T19:15:06Z,sprint-4,vehicle_error
431,2023-12-14T19:15:06Z,sprint-4,not_ready
432,2023-12-14T19:15:35Z,sprint-5,running
433,2023-12-14T19:16:59Z,sprint-4,vehicle_error
434,2023-12-14T19:16:59Z,sprint-4,not_ready
435,2023-12-14T19:16:59Z,sprint-4,vehicle_error
436,2023-12-14T19:16:59Z,sprint-4,not_ready
437,2023-12-14T19:17:05Z,sprint-4,vehicle_error
438,2023-12-14T19:17:05Z,sprint-4,not_ready
439,2023-12-14T19:17:25Z,sprint-4,not_ready
440,2023-12-14T19:17:25Z,sprint-4,vehicle_error
441,2023-12-14T19:17:50Z,sprint-4,vehicle_error
442,2023-12-14T19:17:50Z,sprint-4,not_ready
443,2023-12-14T19:18:02Z,sprint-4,vehicle_error
444,2023-12-14T19:18:33Z,sprint-4,not_ready
445,2023-12-14T19:18:37Z,sprint-4,vehicle_error
446,2023-12-14T19:18:37Z,sprint-4,not_ready
447,2023-12-14T19:18:37Z,sprint-4,vehicle_error
448,2023-12-14T19:18:50Z,sprint-4,not_ready
449,2023-12-14T19:19:03Z,sprint-5,not_ready
450,2023-12-14T19:19:04Z,sprint-4,vehicle_error
451,2023-12-14T19:19:08Z,sprint-5,running
452,2023-12-14T19:19:32Z,sprint-4,not_ready
453,2023-12-14T19:19:32Z,sprint-4,vehicle_error
454,2023-12-14T19:19:38Z,sprint-4,not_ready
455,2023-12-14T19:19:45Z,sprint-4,vehicle_error
456,2023-12-14T19:19:46Z,sprint-4,not_ready
457,2023-12-14T19:20:02Z,sprint-5,not_ready
458,2023-12-14T19:20:05Z,sprint-4,vehicle_error
459,2023-12-14T19:20:22Z,sprint-4,not_ready
460,2023-12-14T19:20:22Z,sprint-4,vehicle_error
461,2023-12-14T19:20:23Z,sprint-4,not_ready
462,2023-12-14T19:20:59Z,sprint-4,vehicle_error
463,2023-12-14T19:21:07Z,sprint-4,not_ready
464,2023-12-14T19:22:28Z,sprint-4,vehicle_error
465,2023-12-14T19:22:29Z,sprint-4,vehicle_error
466,2023-12-14T19:22:29Z,sprint-4,not_ready
467,2023-12-14T19:22:29Z,sprint-4,not_ready
468,2023-12-14T19:22:36Z,sprint-4,vehicle_error
469,2023-12-14T19:22:37Z,sprint-4,not_ready
470,2023-12-14T19:22:50Z,sprint-4,vehicle_error
471,2023-12-14T19:23:08Z,sprint-4,not_ready
472,2023-12-14T19:23:24Z,sprint-5,running
473,2023-12-14T19:23:29Z,sprint-4,vehicle_error
474,2023-12-14T19:23:30Z,sprint-4,not_ready
475,2023-12-14T19:23:30Z,sprint-4,vehicle_error
476,2023-12-14T19:23:37Z,sprint-5,not_ready
477,2023-12-14T19:24:15Z,sprint-4,not_ready
478,2023-12-14T19:25:49Z,sprint-4,not_ready
479,2023-12-14T19:25:49Z,sprint-4,vehicle_error
480,2023-12-14T19:25:49Z,sprint-4,vehicle_error
481,2023-12-14T19:25:49Z,sprint-4,not_ready
482,2023-12-14T19:26:33Z,sprint-4,vehicle_error
483,2023-12-14T19:26:33Z,sprint-4,not_ready
484,2023-12-14T19:29:00Z,sprint-5,offline
485,2023-12-14T19:30:00Z,sprint-4,error
486,2023-12-14T19:30:08Z,sprint-4,error
487,2023-12-14T19:30:08Z,sprint-5,vehicle_error
488,2023-12-14T19:30:09Z,sprint-4,vehicle_error
489,2023-12-14T19:30:10Z,sprint-4,not_ready
490,2023-12-14T19:30:10Z,sprint-5,running
491,2023-12-14T19:31:09Z,sprint-5,not_ready
492,2023-12-14T19:33:07Z,sprint-4,running
493,2023-12-14T19:34:14Z,sprint-4,not_ready
494,2023-12-14T19:34:53Z,sprint-4,ready
495,2023-12-14T19:35:10Z,sprint-4,running
496,2023-12-14T19:36:39Z,sprint-4,not_ready
497,2023-12-14T19:37:00Z,sprint-5,offline
498,2023-12-14T19:37:54Z,sprint-5,running
499,2023-12-14T19:38:11Z,sprint-5,ready
500,2023-12-14T19:38:41Z,sprint-5,running
501,2023-12-14T19:38:41Z,sprint-5,not_ready
502,2023-12-14T19:39:01Z,sprint-5,running
503,2023-12-14T19:39:18Z,sprint-5,ready
504,2023-12-14T19:39:19Z,sprint-5,running
505,2023-12-14T19:39:26Z,sprint-5,not_ready
506,2023-12-14T19:45:00Z,sprint-5,offline
507,2023-12-14T19:52:31Z,sprint-4,error
508,2023-12-14T19:52:40Z,sprint-4,error
509,2023-12-14T19:52:45Z,sprint-4,vehicle_error
510,2023-12-14T19:52:45Z,sprint-4,not_ready
511,2023-12-14T19:53:32Z,ar500-1,error
512,2023-12-14T19:53:32Z,ar500-1,vehicle_error
